image_path,image_name,ground_truth
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings84.tif,buildings84,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings85.tif,buildings85,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings86.tif,buildings86,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings87.tif,buildings87,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings88.tif,buildings88,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings89.tif,buildings89,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings90.tif,buildings90,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings91.tif,buildings91,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings92.tif,buildings92,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings93.tif,buildings93,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings94.tif,buildings94,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings95.tif,buildings95,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings96.tif,buildings96,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings97.tif,buildings97,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings98.tif,buildings98,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings99.tif,buildings99,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral00.tif,chaparral00,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral01.tif,chaparral01,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral02.tif,chaparral02,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral03.tif,chaparral03,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral04.tif,chaparral04,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral05.tif,chaparral05,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral06.tif,chaparral06,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral07.tif,chaparral07,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral08.tif,chaparral08,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral09.tif,chaparral09,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral10.tif,chaparral10,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral11.tif,chaparral11,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral12.tif,chaparral12,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral13.tif,chaparral13,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral14.tif,chaparral14,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral15.tif,chaparral15,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral16.tif,chaparral16,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral17.tif,chaparral17,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral18.tif,chaparral18,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral19.tif,chaparral19,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral20.tif,chaparral20,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral21.tif,chaparral21,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral22.tif,chaparral22,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral23.tif,chaparral23,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral24.tif,chaparral24,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral25.tif,chaparral25,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral26.tif,chaparral26,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral27.tif,chaparral27,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral28.tif,chaparral28,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral29.tif,chaparral29,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral30.tif,chaparral30,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral31.tif,chaparral31,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral32.tif,chaparral32,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral33.tif,chaparral33,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral34.tif,chaparral34,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral35.tif,chaparral35,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral36.tif,chaparral36,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral37.tif,chaparral37,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral38.tif,chaparral38,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral39.tif,chaparral39,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral40.tif,chaparral40,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral41.tif,chaparral41,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral42.tif,chaparral42,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral43.tif,chaparral43,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral44.tif,chaparral44,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral45.tif,chaparral45,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral46.tif,chaparral46,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral47.tif,chaparral47,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral48.tif,chaparral48,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral49.tif,chaparral49,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral50.tif,chaparral50,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral51.tif,chaparral51,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral52.tif,chaparral52,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral53.tif,chaparral53,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral54.tif,chaparral54,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral55.tif,chaparral55,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral56.tif,chaparral56,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral57.tif,chaparral57,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral58.tif,chaparral58,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral59.tif,chaparral59,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral60.tif,chaparral60,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral61.tif,chaparral61,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral62.tif,chaparral62,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral63.tif,chaparral63,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral64.tif,chaparral64,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral65.tif,chaparral65,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral66.tif,chaparral66,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral67.tif,chaparral67,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral68.tif,chaparral68,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral69.tif,chaparral69,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral70.tif,chaparral70,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral71.tif,chaparral71,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral72.tif,chaparral72,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral73.tif,chaparral73,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral74.tif,chaparral74,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral75.tif,chaparral75,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral76.tif,chaparral76,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral77.tif,chaparral77,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral78.tif,chaparral78,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral79.tif,chaparral79,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral80.tif,chaparral80,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral81.tif,chaparral81,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral82.tif,chaparral82,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral83.tif,chaparral83,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral84.tif,chaparral84,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral85.tif,chaparral85,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral86.tif,chaparral86,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral87.tif,chaparral87,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral88.tif,chaparral88,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral89.tif,chaparral89,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral90.tif,chaparral90,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral91.tif,chaparral91,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral92.tif,chaparral92,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral93.tif,chaparral93,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral94.tif,chaparral94,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral95.tif,chaparral95,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral96.tif,chaparral96,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral97.tif,chaparral97,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral98.tif,chaparral98,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\chaparral\chaparral99.tif,chaparral99,chaparral
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential00.tif,denseresidential00,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential01.tif,denseresidential01,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential02.tif,denseresidential02,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential03.tif,denseresidential03,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential04.tif,denseresidential04,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential05.tif,denseresidential05,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential06.tif,denseresidential06,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential07.tif,denseresidential07,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential08.tif,denseresidential08,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential09.tif,denseresidential09,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential10.tif,denseresidential10,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential11.tif,denseresidential11,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential12.tif,denseresidential12,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential13.tif,denseresidential13,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential14.tif,denseresidential14,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential15.tif,denseresidential15,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential16.tif,denseresidential16,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential17.tif,denseresidential17,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential18.tif,denseresidential18,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential19.tif,denseresidential19,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential20.tif,denseresidential20,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential21.tif,denseresidential21,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential22.tif,denseresidential22,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential23.tif,denseresidential23,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential24.tif,denseresidential24,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential25.tif,denseresidential25,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential26.tif,denseresidential26,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential27.tif,denseresidential27,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential28.tif,denseresidential28,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential29.tif,denseresidential29,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential30.tif,denseresidential30,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential31.tif,denseresidential31,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential32.tif,denseresidential32,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential33.tif,denseresidential33,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential34.tif,denseresidential34,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential35.tif,denseresidential35,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential36.tif,denseresidential36,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential37.tif,denseresidential37,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential38.tif,denseresidential38,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential39.tif,denseresidential39,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential40.tif,denseresidential40,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential41.tif,denseresidential41,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential42.tif,denseresidential42,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential43.tif,denseresidential43,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential44.tif,denseresidential44,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential45.tif,denseresidential45,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential46.tif,denseresidential46,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential47.tif,denseresidential47,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential48.tif,denseresidential48,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential49.tif,denseresidential49,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential50.tif,denseresidential50,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential51.tif,denseresidential51,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential52.tif,denseresidential52,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential53.tif,denseresidential53,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential54.tif,denseresidential54,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential55.tif,denseresidential55,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential56.tif,denseresidential56,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential57.tif,denseresidential57,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential58.tif,denseresidential58,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential59.tif,denseresidential59,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential60.tif,denseresidential60,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential61.tif,denseresidential61,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential62.tif,denseresidential62,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential63.tif,denseresidential63,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential64.tif,denseresidential64,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential65.tif,denseresidential65,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential66.tif,denseresidential66,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential67.tif,denseresidential67,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential68.tif,denseresidential68,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential69.tif,denseresidential69,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential70.tif,denseresidential70,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential71.tif,denseresidential71,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential72.tif,denseresidential72,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential73.tif,denseresidential73,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential74.tif,denseresidential74,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential75.tif,denseresidential75,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential76.tif,denseresidential76,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential77.tif,denseresidential77,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential78.tif,denseresidential78,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential79.tif,denseresidential79,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential80.tif,denseresidential80,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential81.tif,denseresidential81,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential82.tif,denseresidential82,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential83.tif,denseresidential83,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential84.tif,denseresidential84,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential85.tif,denseresidential85,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential86.tif,denseresidential86,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential87.tif,denseresidential87,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential88.tif,denseresidential88,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential89.tif,denseresidential89,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential90.tif,denseresidential90,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential91.tif,denseresidential91,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential92.tif,denseresidential92,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential93.tif,denseresidential93,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential94.tif,denseresidential94,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential95.tif,denseresidential95,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential96.tif,denseresidential96,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential97.tif,denseresidential97,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential98.tif,denseresidential98,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\denseresidential\denseresidential99.tif,denseresidential99,denseresidential
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest00.tif,forest00,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest01.tif,forest01,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest02.tif,forest02,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest03.tif,forest03,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest04.tif,forest04,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest05.tif,forest05,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest06.tif,forest06,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest07.tif,forest07,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest08.tif,forest08,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest09.tif,forest09,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest10.tif,forest10,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest11.tif,forest11,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest12.tif,forest12,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest13.tif,forest13,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest14.tif,forest14,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest15.tif,forest15,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest16.tif,forest16,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest17.tif,forest17,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest18.tif,forest18,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest19.tif,forest19,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest20.tif,forest20,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest21.tif,forest21,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest22.tif,forest22,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest23.tif,forest23,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest24.tif,forest24,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest25.tif,forest25,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest26.tif,forest26,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest27.tif,forest27,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest28.tif,forest28,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest29.tif,forest29,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest30.tif,forest30,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest31.tif,forest31,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest32.tif,forest32,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest33.tif,forest33,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest34.tif,forest34,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest35.tif,forest35,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest36.tif,forest36,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest37.tif,forest37,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest38.tif,forest38,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest39.tif,forest39,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest40.tif,forest40,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest41.tif,forest41,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest42.tif,forest42,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest43.tif,forest43,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest44.tif,forest44,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest45.tif,forest45,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest46.tif,forest46,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest47.tif,forest47,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest48.tif,forest48,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest49.tif,forest49,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest50.tif,forest50,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest51.tif,forest51,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest52.tif,forest52,forest
D:\Dataset\UCMerced_LandUse_Dataset\Images\forest\forest53.tif,forest53,forest
